doclength,editsize,editnum,eps,latency,clients,algorithm,time
200,20,80,0.7,0,10,"Automerge",7.211
200,20,80,0.7,0,10,"Sync9",1.297
200,20,80,0.7,2,2,"Automerge",1.668
200,20,80,0.7,2,2,"Sync9",0.253
200,20,80,0.7,2,5,"Automerge",3.372
200,20,80,0.7,2,5,"Sync9",1.209
200,20,80,0.7,2,10,"Automerge",5.91
200,20,80,0.7,2,10,"Sync9",7.857
200,20,80,0.7,4,2,"Automerge",1.58
200,20,80,0.7,4,2,"Sync9",0.667
200,20,80,0.7,4,5,"Automerge",2.886
200,20,80,0.7,4,5,"Sync9",2.854
200,20,80,0.7,4,10,"Automerge",5.202
200,20,80,0.7,4,10,"Sync9",5.224
200,20,80,0.7,6,2,"Automerge",1.72
200,20,80,0.7,6,2,"Sync9",0.418
200,20,80,0.7,6,5,"Automerge",2.815
200,20,80,0.7,6,5,"Sync9",2.973
200,20,80,0.7,6,10,"Automerge",5.1
200,20,80,0.7,6,10,"Sync9",5.176
200,20,80,0.7,8,2,"Automerge",1.799
200,20,80,0.7,8,2,"Sync9",0.566
200,20,80,0.7,8,5,"Automerge",3.256
200,20,80,0.7,8,5,"Sync9",3.504
200,20,80,0.7,8,10,"Automerge",5.343
200,20,80,0.7,8,10,"Sync9",5.057
200,20,80,0.9,0,2,"Automerge",1.628
200,20,80,0.9,0,2,"Sync9",0.182
200,20,80,0.9,0,5,"Automerge",3.142
200,20,80,0.9,0,5,"Sync9",0.386
200,20,80,0.9,0,10,"Automerge",5.643
200,20,80,0.9,0,10,"Sync9",1.481
200,20,80,0.9,2,2,"Automerge",1.758
200,20,80,0.9,2,2,"Sync9",0.325
200,20,80,0.9,2,5,"Automerge",3.339
200,20,80,0.9,2,5,"Sync9",1.488
200,20,80,0.9,2,10,"Automerge",5.424
200,20,80,0.9,2,10,"Sync9",11.029
200,20,80,0.9,4,2,"Automerge",1.707
200,20,80,0.9,4,2,"Sync9",0.395
200,20,80,0.9,4,5,"Automerge",2.879
200,20,80,0.9,4,5,"Sync9",3.158
200,20,80,0.9,4,10,"Automerge",5.832
200,20,80,0.9,4,10,"Sync9",5.686
200,20,80,0.9,6,2,"Automerge",1.576
200,20,80,0.9,6,2,"Sync9",0.559
200,20,80,0.9,6,5,"Automerge",2.868
200,20,80,0.9,6,5,"Sync9",2.683
200,20,80,0.9,6,10,"Automerge",5.163
200,20,80,0.9,6,10,"Sync9",5.798
200,20,80,0.9,8,2,"Automerge",1.615
200,20,80,0.9,8,2,"Sync9",0.61
200,20,80,0.9,8,5,"Automerge",3.193
200,20,80,0.9,8,5,"Sync9",2.76
200,20,80,0.9,8,10,"Automerge",5.424
200,20,80,0.9,8,10,"Sync9",5.922
