doclength,editsize,editnum,eps,rpe,clients,algorithm,time
100,10,20,0.5,-1,2,"Sync9",0.041
100,10,20,0.75,-1,2,"Automerge",0.23
100,10,20,0.75,-1,2,"Sync9",0.045
100,10,20,0.9,-1,2,"Automerge",0.268
100,10,20,0.9,-1,2,"Sync9",0.078
100,10,20,0.1,-1,3,"Automerge",0.384
100,10,20,0.1,-1,3,"Sync9",0.081
100,10,20,0.25,-1,3,"Automerge",0.336
100,10,20,0.25,-1,3,"Sync9",0.05
100,10,20,0.5,-1,3,"Automerge",0.27
100,10,20,0.5,-1,3,"Sync9",0.05
100,10,20,0.75,-1,3,"Automerge",0.256
100,10,20,0.75,-1,3,"Sync9",0.062
100,10,20,0.9,-1,3,"Automerge",0.255
100,10,20,0.9,-1,3,"Sync9",0.073
100,10,20,0.1,-1,5,"Automerge",0.427
100,10,20,0.1,-1,5,"Sync9",0.078
100,10,20,0.25,-1,5,"Automerge",0.385
100,10,20,0.25,-1,5,"Sync9",0.06
100,10,20,0.5,-1,5,"Automerge",0.427
100,10,20,0.5,-1,5,"Sync9",0.098
100,10,20,0.75,-1,5,"Automerge",0.364
100,10,20,0.75,-1,5,"Sync9",0.091
100,10,20,0.9,-1,5,"Automerge",0.35
100,10,20,0.9,-1,5,"Sync9",0.106
100,10,20,0.1,-1,7,"Automerge",0.54
100,10,20,0.1,-1,7,"Sync9",0.095
100,10,20,0.25,-1,7,"Automerge",0.544
100,10,20,0.25,-1,7,"Sync9",0.093
100,10,20,0.5,-1,7,"Automerge",0.479
100,10,20,0.5,-1,7,"Sync9",0.129
100,10,20,0.75,-1,7,"Automerge",0.464
100,10,20,0.75,-1,7,"Sync9",0.137
100,10,20,0.9,-1,7,"Automerge",0.516
100,10,20,0.9,-1,7,"Sync9",0.149
100,10,20,0.1,-1,10,"Automerge",0.771
100,10,20,0.1,-1,10,"Sync9",0.139
100,10,20,0.25,-1,10,"Automerge",0.732
100,10,20,0.25,-1,10,"Sync9",0.274
100,10,20,0.5,-1,10,"Automerge",0.736
100,10,20,0.5,-1,10,"Sync9",0.24
100,10,20,0.75,-1,10,"Automerge",0.695
100,10,20,0.75,-1,10,"Sync9",0.218
100,10,20,0.9,-1,10,"Automerge",1.024
100,10,20,0.9,-1,10,"Sync9",0.31
100,10,40,0.1,-1,2,"Automerge",0.505
100,10,40,0.1,-1,2,"Sync9",0.119
100,10,40,0.25,-1,2,"Automerge",0.392
100,10,40,0.25,-1,2,"Sync9",0.08
100,10,40,0.5,-1,2,"Automerge",0.395
100,10,40,0.5,-1,2,"Sync9",0.074
100,10,40,0.75,-1,2,"Automerge",0.439
100,10,40,0.75,-1,2,"Sync9",0.178
100,10,40,0.9,-1,2,"Automerge",0.405
100,10,40,0.9,-1,2,"Sync9",0.128
100,10,40,0.1,-1,3,"Automerge",0.562
100,10,40,0.1,-1,3,"Sync9",0.126
100,10,40,0.25,-1,3,"Automerge",0.473
100,10,40,0.25,-1,3,"Sync9",0.104
100,10,40,0.5,-1,3,"Automerge",0.515
100,10,40,0.5,-1,3,"Sync9",0.103
100,10,40,0.75,-1,3,"Automerge",0.482
100,10,40,0.75,-1,3,"Sync9",0.215
100,10,40,0.9,-1,3,"Automerge",0.47
100,10,40,0.9,-1,3,"Sync9",0.231
100,10,40,0.1,-1,5,"Automerge",0.816
100,10,40,0.1,-1,5,"Sync9",0.17
100,10,40,0.25,-1,5,"Automerge",0.691
100,10,40,0.25,-1,5,"Sync9",0.143
100,10,40,0.5,-1,5,"Automerge",0.724
100,10,40,0.5,-1,5,"Sync9",0.318
100,10,40,0.75,-1,5,"Automerge",0.673
100,10,40,0.75,-1,5,"Sync9",0.361
100,10,40,0.9,-1,5,"Automerge",0.699
100,10,40,0.9,-1,5,"Sync9",0.469
100,10,40,0.1,-1,7,"Automerge",0.98
100,10,40,0.1,-1,7,"Sync9",0.174
100,10,40,0.25,-1,7,"Automerge",0.942
100,10,40,0.25,-1,7,"Sync9",0.198
100,10,40,0.5,-1,7,"Automerge",0.871
100,10,40,0.5,-1,7,"Sync9",0.335
100,10,40,0.75,-1,7,"Automerge",0.915
100,10,40,0.75,-1,7,"Sync9",0.395
100,10,40,0.9,-1,7,"Automerge",0.839
100,10,40,0.9,-1,7,"Sync9",0.625
100,10,40,0.1,-1,10,"Automerge",1.361
100,10,40,0.1,-1,10,"Sync9",0.259
100,10,40,0.25,-1,10,"Automerge",1.22
100,10,40,0.25,-1,10,"Sync9",0.862
100,10,40,0.5,-1,10,"Automerge",1.217
100,10,40,0.5,-1,10,"Sync9",0.517
100,10,40,0.75,-1,10,"Automerge",1.213
100,10,40,0.75,-1,10,"Sync9",0.684
100,10,40,0.9,-1,10,"Automerge",1.158
100,10,40,0.9,-1,10,"Sync9",0.709
100,10,80,0.1,-1,2,"Automerge",0.844
100,10,80,0.1,-1,2,"Sync9",0.235
100,10,80,0.25,-1,2,"Automerge",0.792
100,10,80,0.25,-1,2,"Sync9",0.149
100,10,80,0.5,-1,2,"Automerge",0.757
100,10,80,0.5,-1,2,"Sync9",0.158
100,10,80,0.75,-1,2,"Automerge",0.78
100,10,80,0.75,-1,2,"Sync9",0.27
100,10,80,0.9,-1,2,"Automerge",0.725
100,10,80,0.9,-1,2,"Sync9",0.5
100,10,80,0.1,-1,3,"Automerge",1.081
100,10,80,0.1,-1,3,"Sync9",0.24
100,10,80,0.25,-1,3,"Automerge",0.934
100,10,80,0.25,-1,3,"Sync9",0.182
100,10,80,0.5,-1,3,"Automerge",0.983
100,10,80,0.5,-1,3,"Sync9",0.232
100,10,80,0.75,-1,3,"Automerge",0.946
100,10,80,0.75,-1,3,"Sync9",0.412
100,10,80,0.9,-1,3,"Automerge",0.934
100,10,80,0.9,-1,3,"Sync9",0.852
100,10,80,0.1,-1,5,"Automerge",1.491
100,10,80,0.1,-1,5,"Sync9",0.29
100,10,80,0.25,-1,5,"Automerge",1.383
100,10,80,0.25,-1,5,"Sync9",0.271
100,10,80,0.5,-1,5,"Automerge",1.408
100,10,80,0.5,-1,5,"Sync9",0.698
100,10,80,0.75,-1,5,"Automerge",1.414
100,10,80,0.75,-1,5,"Sync9",1.648
100,10,80,0.9,-1,5,"Automerge",1.31
100,10,80,0.9,-1,5,"Sync9",1.44
100,10,80,0.1,-1,7,"Automerge",1.889
100,10,80,0.1,-1,7,"Sync9",0.362
100,10,80,0.25,-1,7,"Automerge",1.745
100,10,80,0.25,-1,7,"Sync9",0.404
100,10,80,0.5,-1,7,"Automerge",1.746
100,10,80,0.5,-1,7,"Sync9",1.585
100,10,80,0.75,-1,7,"Automerge",1.743
100,10,80,0.75,-1,7,"Sync9",2.513
100,10,80,0.9,-1,7,"Automerge",1.675
100,10,80,0.9,-1,7,"Sync9",2.214
100,10,80,0.1,-1,10,"Automerge",2.596
100,10,80,0.1,-1,10,"Sync9",0.503
100,10,80,0.25,-1,10,"Automerge",2.398
100,10,80,0.25,-1,10,"Sync9",1.364
100,10,80,0.5,-1,10,"Automerge",2.381
100,10,80,0.5,-1,10,"Sync9",1.874
100,10,80,0.75,-1,10,"Automerge",2.262
100,10,80,0.75,-1,10,"Sync9",3.596
100,10,80,0.9,-1,10,"Automerge",2.219
100,10,80,0.9,-1,10,"Sync9",2.826
100,10,160,0.1,-1,2,"Automerge",1.61
100,10,160,0.1,-1,2,"Sync9",0.452
100,10,160,0.25,-1,2,"Automerge",1.477
100,10,160,0.25,-1,2,"Sync9",0.317
100,10,160,0.5,-1,2,"Automerge",1.562
100,10,160,0.5,-1,2,"Sync9",0.304
100,10,160,0.75,-1,2,"Automerge",1.478
100,10,160,0.75,-1,2,"Sync9",0.518
100,10,160,0.9,-1,2,"Automerge",1.542
100,10,160,0.9,-1,2,"Sync9",0.806
100,10,160,0.1,-1,3,"Automerge",2.091
100,10,160,0.1,-1,3,"Sync9",0.487
100,10,160,0.25,-1,3,"Automerge",1.955
100,10,160,0.25,-1,3,"Sync9",0.39
100,10,160,0.5,-1,3,"Automerge",1.935
100,10,160,0.5,-1,3,"Sync9",0.528
100,10,160,0.75,-1,3,"Automerge",1.91
100,10,160,0.75,-1,3,"Sync9",0.778
100,10,160,0.9,-1,3,"Automerge",1.895
100,10,160,0.9,-1,3,"Sync9",2.254
100,10,160,0.1,-1,5,"Automerge",2.943
100,10,160,0.1,-1,5,"Sync9",0.588
100,10,160,0.25,-1,5,"Automerge",2.836
100,10,160,0.25,-1,5,"Sync9",0.523
100,10,160,0.5,-1,5,"Automerge",2.786
100,10,160,0.5,-1,5,"Sync9",1.262
100,10,160,0.75,-1,5,"Automerge",2.716
100,10,160,0.75,-1,5,"Sync9",4.899
100,10,160,0.9,-1,5,"Automerge",2.697
100,10,160,0.9,-1,5,"Sync9",8.659
100,10,160,0.1,-1,7,"Automerge",3.799
100,10,160,0.1,-1,7,"Sync9",0.694
100,10,160,0.25,-1,7,"Automerge",3.653
100,10,160,0.25,-1,7,"Sync9",0.769
100,10,160,0.5,-1,7,"Automerge",3.654
100,10,160,0.5,-1,7,"Sync9",2.62
100,10,160,0.75,-1,7,"Automerge",3.518
100,10,160,0.75,-1,7,"Sync9",7.429
100,10,160,0.9,-1,7,"Automerge",3.568
100,10,160,0.9,-1,7,"Sync9",10.025
100,10,160,0.1,-1,10,"Automerge",5.225
100,10,160,0.1,-1,10,"Sync9",1.023
100,10,160,0.25,-1,10,"Automerge",5.009
100,10,160,0.25,-1,10,"Sync9",1.967
100,10,160,0.5,-1,10,"Automerge",4.921
100,10,160,0.5,-1,10,"Sync9",3.887
100,10,160,0.75,-1,10,"Automerge",4.65
100,10,160,0.75,-1,10,"Sync9",21.414
100,10,160,0.9,-1,10,"Automerge",4.519
100,10,160,0.9,-1,10,"Sync9",14.43
100,10,10,0.1,-1,2,"Automerge",0.138
100,10,10,0.1,-1,2,"Sync9",0.025
100,10,10,0.25,-1,2,"Automerge",0.189
100,10,10,0.25,-1,2,"Sync9",0.025
100,10,10,0.5,-1,2,"Automerge",0.132
100,10,10,0.5,-1,2,"Sync9",0.021
100,10,10,0.75,-1,2,"Automerge",0.12
100,10,10,0.75,-1,2,"Sync9",0.02
100,10,10,0.9,-1,2,"Automerge",0.14
100,10,10,0.9,-1,2,"Sync9",0.019
100,10,10,0.1,-1,3,"Automerge",0.165
100,10,10,0.1,-1,3,"Sync9",0.029
100,10,10,0.25,-1,3,"Automerge",0.181
100,10,10,0.25,-1,3,"Sync9",0.039
100,10,10,0.5,-1,3,"Automerge",0.181
100,10,10,0.5,-1,3,"Sync9",0.026
100,10,10,0.75,-1,3,"Automerge",0.168
100,10,10,0.75,-1,3,"Sync9",0.026
100,10,10,0.9,-1,3,"Automerge",0.15
100,10,10,0.9,-1,3,"Sync9",0.029
100,10,10,0.1,-1,5,"Automerge",0.227
100,10,10,0.1,-1,5,"Sync9",0.037
100,10,10,0.25,-1,5,"Automerge",0.302
100,10,10,0.25,-1,5,"Sync9",0.034
100,10,10,0.5,-1,5,"Automerge",0.221
100,10,10,0.5,-1,5,"Sync9",0.033
100,10,10,0.75,-1,5,"Automerge",0.221
100,10,10,0.75,-1,5,"Sync9",0.035
100,10,10,0.9,-1,5,"Automerge",0.211
100,10,10,0.9,-1,5,"Sync9",0.034
100,10,10,0.1,-1,7,"Automerge",0.303
100,10,10,0.1,-1,7,"Sync9",0.05
100,10,10,0.25,-1,7,"Automerge",0.29
100,10,10,0.25,-1,7,"Sync9",0.052
100,10,10,0.5,-1,7,"Automerge",0.278
100,10,10,0.5,-1,7,"Sync9",0.099
100,10,10,0.75,-1,7,"Automerge",0.292
100,10,10,0.75,-1,7,"Sync9",0.046
100,10,10,0.9,-1,7,"Automerge",0.277
100,10,10,0.9,-1,7,"Sync9",0.044
100,10,10,0.1,-1,10,"Automerge",0.391
100,10,10,0.1,-1,10,"Sync9",0.082
100,10,10,0.25,-1,10,"Automerge",0.388
100,10,10,0.25,-1,10,"Sync9",0.073
100,10,10,0.5,-1,10,"Automerge",0.422
100,10,10,0.5,-1,10,"Sync9",0.079
100,10,10,0.75,-1,10,"Automerge",0.374
100,10,10,0.75,-1,10,"Sync9",0.071
100,10,10,0.9,-1,10,"Automerge",0.365
100,10,10,0.9,-1,10,"Sync9",0.071
100,10,20,0.1,-1,2,"Automerge",0.225
100,10,20,0.1,-1,2,"Sync9",0.05
100,10,20,0.25,-1,2,"Automerge",0.214
100,10,20,0.25,-1,2,"Sync9",0.04
100,10,20,0.5,-1,2,"Automerge",0.203
100,10,20,0.5,-1,2,"Sync9",0.04
100,10,20,0.75,-1,2,"Automerge",0.254
100,10,20,0.75,-1,2,"Sync9",0.044
100,10,20,0.9,-1,2,"Automerge",0.213
100,10,20,0.9,-1,2,"Sync9",0.043
100,10,20,0.1,-1,3,"Automerge",0.282
100,10,20,0.1,-1,3,"Sync9",0.055
100,10,20,0.25,-1,3,"Automerge",0.266
100,10,20,0.25,-1,3,"Sync9",0.046
100,10,20,0.5,-1,3,"Automerge",0.258
100,10,20,0.5,-1,3,"Sync9",0.054
100,10,20,0.75,-1,3,"Automerge",0.266
100,10,20,0.75,-1,3,"Sync9",0.062
100,10,20,0.9,-1,3,"Automerge",0.271
100,10,20,0.9,-1,3,"Sync9",0.058
100,10,20,0.1,-1,5,"Automerge",0.437
100,10,20,0.1,-1,5,"Sync9",0.072
100,10,20,0.25,-1,5,"Automerge",0.409
100,10,20,0.25,-1,5,"Sync9",0.081
100,10,20,0.5,-1,5,"Automerge",0.355
100,10,20,0.5,-1,5,"Sync9",0.088
100,10,20,0.75,-1,5,"Automerge",0.364
100,10,20,0.75,-1,5,"Sync9",0.089
100,10,20,0.9,-1,5,"Automerge",0.403
100,10,20,0.9,-1,5,"Sync9",0.086
100,10,20,0.1,-1,7,"Automerge",0.517
100,10,20,0.1,-1,7,"Sync9",0.106
100,10,20,0.25,-1,7,"Automerge",0.48
100,10,20,0.25,-1,7,"Sync9",0.134
100,10,20,0.5,-1,7,"Automerge",0.456
100,10,20,0.5,-1,7,"Sync9",0.181
100,10,20,0.75,-1,7,"Automerge",0.472
100,10,20,0.75,-1,7,"Sync9",0.117
100,10,20,0.9,-1,7,"Automerge",0.467
100,10,20,0.9,-1,7,"Sync9",0.115
100,10,20,0.1,-1,10,"Automerge",0.668
100,10,20,0.1,-1,10,"Sync9",0.14
100,10,20,0.25,-1,10,"Automerge",0.701
100,10,20,0.25,-1,10,"Sync9",0.2
100,10,20,0.5,-1,10,"Automerge",0.616
100,10,20,0.5,-1,10,"Sync9",0.22
100,10,20,0.75,-1,10,"Automerge",0.684
100,10,20,0.75,-1,10,"Sync9",0.185
100,10,20,0.9,-1,10,"Automerge",0.648
100,10,20,0.9,-1,10,"Sync9",0.18
100,10,40,0.1,-1,2,"Automerge",0.399
100,10,40,0.1,-1,2,"Sync9",0.095
100,10,40,0.25,-1,2,"Automerge",0.454
100,10,40,0.25,-1,2,"Sync9",0.081
100,10,40,0.5,-1,2,"Automerge",0.373
100,10,40,0.5,-1,2,"Sync9",0.072
100,10,40,0.75,-1,2,"Automerge",0.37
100,10,40,0.75,-1,2,"Sync9",0.119
100,10,40,0.9,-1,2,"Automerge",0.389
100,10,40,0.9,-1,2,"Sync9",0.147
100,10,40,0.1,-1,3,"Automerge",0.493
100,10,40,0.1,-1,3,"Sync9",0.113
100,10,40,0.25,-1,3,"Automerge",0.558
100,10,40,0.25,-1,3,"Sync9",0.105
100,10,40,0.5,-1,3,"Automerge",0.472
100,10,40,0.5,-1,3,"Sync9",0.11
100,10,40,0.75,-1,3,"Automerge",0.459
100,10,40,0.75,-1,3,"Sync9",0.18
100,10,40,0.9,-1,3,"Automerge",0.489
100,10,40,0.9,-1,3,"Sync9",0.289
100,10,40,0.1,-1,5,"Automerge",0.7
100,10,40,0.1,-1,5,"Sync9",0.135
100,10,40,0.25,-1,5,"Automerge",0.722
100,10,40,0.25,-1,5,"Sync9",0.152
100,10,40,0.5,-1,5,"Automerge",0.715
100,10,40,0.5,-1,5,"Sync9",0.261
100,10,40,0.75,-1,5,"Automerge",0.646
100,10,40,0.75,-1,5,"Sync9",0.422
100,10,40,0.9,-1,5,"Automerge",0.725
100,10,40,0.9,-1,5,"Sync9",0.324
100,10,40,0.1,-1,7,"Automerge",0.925
100,10,40,0.1,-1,7,"Sync9",0.196
100,10,40,0.25,-1,7,"Automerge",0.965
100,10,40,0.25,-1,7,"Sync9",0.267
100,10,40,0.5,-1,7,"Automerge",0.852
100,10,40,0.5,-1,7,"Sync9",0.378
100,10,40,0.75,-1,7,"Automerge",0.86
100,10,40,0.75,-1,7,"Sync9",0.561
100,10,40,0.9,-1,7,"Automerge",0.905
100,10,40,0.9,-1,7,"Sync9",0.514
100,10,40,0.1,-1,10,"Automerge",1.236
100,10,40,0.1,-1,10,"Sync9",0.273
100,10,40,0.25,-1,10,"Automerge",1.254
100,10,40,0.25,-1,10,"Sync9",0.665
100,10,40,0.5,-1,10,"Automerge",1.162
100,10,40,0.5,-1,10,"Sync9",0.524
100,10,40,0.75,-1,10,"Automerge",1.14
100,10,40,0.75,-1,10,"Sync9",0.667
100,10,40,0.9,-1,10,"Automerge",1.177
100,10,40,0.9,-1,10,"Sync9",0.666
100,10,80,0.1,-1,2,"Automerge",0.755
100,10,80,0.1,-1,2,"Sync9",0.188
100,10,80,0.25,-1,2,"Automerge",0.797
100,10,80,0.25,-1,2,"Sync9",0.153
100,10,80,0.5,-1,2,"Automerge",0.741
100,10,80,0.5,-1,2,"Sync9",0.142
100,10,80,0.75,-1,2,"Automerge",0.803
100,10,80,0.75,-1,2,"Sync9",0.22
100,10,80,0.9,-1,2,"Automerge",0.796
100,10,80,0.9,-1,2,"Sync9",0.548
100,10,80,0.1,-1,3,"Automerge",0.989
100,10,80,0.1,-1,3,"Sync9",0.213
100,10,80,0.25,-1,3,"Automerge",0.976
100,10,80,0.25,-1,3,"Sync9",0.227
100,10,80,0.5,-1,3,"Automerge",1.056
100,10,80,0.5,-1,3,"Sync9",0.199
100,10,80,0.75,-1,3,"Automerge",0.916
100,10,80,0.75,-1,3,"Sync9",0.469
100,10,80,0.9,-1,3,"Automerge",1.196
100,10,80,0.9,-1,3,"Sync9",1.005
100,10,80,0.1,-1,5,"Automerge",1.508
100,10,80,0.1,-1,5,"Sync9",0.272
100,10,80,0.25,-1,5,"Automerge",1.48
100,10,80,0.25,-1,5,"Sync9",0.297
100,10,80,0.5,-1,5,"Automerge",1.524
100,10,80,0.5,-1,5,"Sync9",0.517
100,10,80,0.75,-1,5,"Automerge",1.403
100,10,80,0.75,-1,5,"Sync9",1.167
100,10,80,0.9,-1,5,"Automerge",1.53
100,10,80,0.9,-1,5,"Sync9",1.522
100,10,80,0.1,-1,7,"Automerge",1.765
100,10,80,0.1,-1,7,"Sync9",0.384
100,10,80,0.25,-1,7,"Automerge",1.834
100,10,80,0.25,-1,7,"Sync9",0.576
100,10,80,0.5,-1,7,"Automerge",1.841
100,10,80,0.5,-1,7,"Sync9",0.818
100,10,80,0.75,-1,7,"Automerge",1.771
100,10,80,0.75,-1,7,"Sync9",2.057
100,10,80,0.9,-1,7,"Automerge",1.994
100,10,80,0.9,-1,7,"Sync9",2.061
100,10,80,0.1,-1,10,"Automerge",2.415
100,10,80,0.1,-1,10,"Sync9",0.6
100,10,80,0.25,-1,10,"Automerge",2.412
100,10,80,0.25,-1,10,"Sync9",1.041
100,10,80,0.5,-1,10,"Automerge",2.496
100,10,80,0.5,-1,10,"Sync9",2.02
100,10,80,0.75,-1,10,"Automerge",2.256
100,10,80,0.75,-1,10,"Sync9",3.178
100,10,80,0.9,-1,10,"Automerge",2.533
100,10,80,0.9,-1,10,"Sync9",3.349
100,10,160,0.1,-1,2,"Automerge",1.51
100,10,160,0.1,-1,2,"Sync9",0.467
100,10,160,0.25,-1,2,"Automerge",1.507
100,10,160,0.25,-1,2,"Sync9",0.325
100,10,160,0.5,-1,2,"Automerge",1.584
100,10,160,0.5,-1,2,"Sync9",0.299
100,10,160,0.75,-1,2,"Automerge",1.504
100,10,160,0.75,-1,2,"Sync9",0.467
100,10,160,0.9,-1,2,"Automerge",1.591
100,10,160,0.9,-1,2,"Sync9",1.45
100,10,160,0.1,-1,3,"Automerge",1.954
100,10,160,0.1,-1,3,"Sync9",0.454
100,10,160,0.25,-1,3,"Automerge",1.978
100,10,160,0.25,-1,3,"Sync9",0.381
100,10,160,0.5,-1,3,"Automerge",1.991
100,10,160,0.5,-1,3,"Sync9",0.448
100,10,160,0.75,-1,3,"Automerge",1.834
100,10,160,0.75,-1,3,"Sync9",0.927
100,10,160,0.9,-1,3,"Automerge",2.039
100,10,160,0.9,-1,3,"Sync9",2.915
100,10,160,0.1,-1,5,"Automerge",2.705
100,10,160,0.1,-1,5,"Sync9",0.557
100,10,160,0.25,-1,5,"Automerge",2.878
100,10,160,0.25,-1,5,"Sync9",0.525
100,10,160,0.5,-1,5,"Automerge",2.856
100,10,160,0.5,-1,5,"Sync9",0.879
100,10,160,0.75,-1,5,"Automerge",2.791
100,10,160,0.75,-1,5,"Sync9",2.527
100,10,160,0.9,-1,5,"Automerge",2.921
100,10,160,0.9,-1,5,"Sync9",5.798
100,10,160,0.1,-1,7,"Automerge",3.563
100,10,160,0.1,-1,7,"Sync9",0.708
100,10,160,0.25,-1,7,"Automerge",3.775
100,10,160,0.25,-1,7,"Sync9",0.916
100,10,160,0.5,-1,7,"Automerge",3.678
100,10,160,0.5,-1,7,"Sync9",1.603
100,10,160,0.75,-1,7,"Automerge",3.384
100,10,160,0.75,-1,7,"Sync9",6.559
100,10,160,0.9,-1,7,"Automerge",3.699
100,10,160,0.9,-1,7,"Sync9",8.106
100,10,160,0.1,-1,10,"Automerge",5.167
100,10,160,0.1,-1,10,"Sync9",1.008
100,10,160,0.25,-1,10,"Automerge",4.99
100,10,160,0.25,-1,10,"Sync9",1.667
100,10,160,0.5,-1,10,"Automerge",5.133
100,10,160,0.5,-1,10,"Sync9",4.087
100,10,160,0.75,-1,10,"Automerge",4.641
100,10,160,0.75,-1,10,"Sync9",14.853
100,10,160,0.9,-1,10,"Automerge",4.835
100,10,160,0.9,-1,10,"Sync9",17.35
100,10,10,0.1,-1,2,"Automerge",0.148
100,10,10,0.1,-1,2,"Sync9",0.031
100,10,10,0.25,-1,2,"Automerge",0.132
100,10,10,0.25,-1,2,"Sync9",0.023
100,10,10,0.5,-1,2,"Automerge",0.128
100,10,10,0.5,-1,2,"Sync9",0.027
100,10,10,0.75,-1,2,"Automerge",0.124
100,10,10,0.75,-1,2,"Sync9",0.022
100,10,10,0.9,-1,2,"Automerge",0.128
100,10,10,0.9,-1,2,"Sync9",0.022
100,10,10,0.1,-1,3,"Automerge",0.182
100,10,10,0.1,-1,3,"Sync9",0.041
100,10,10,0.25,-1,3,"Automerge",0.19
100,10,10,0.25,-1,3,"Sync9",0.024
100,10,10,0.5,-1,3,"Automerge",0.167
100,10,10,0.5,-1,3,"Sync9",0.025
100,10,10,0.75,-1,3,"Automerge",0.18
100,10,10,0.75,-1,3,"Sync9",0.026
100,10,10,0.9,-1,3,"Automerge",0.24
100,10,10,0.9,-1,3,"Sync9",0.029
100,10,10,0.1,-1,5,"Automerge",0.25
100,10,10,0.1,-1,5,"Sync9",0.041
100,10,10,0.25,-1,5,"Automerge",0.229
100,10,10,0.25,-1,5,"Sync9",0.041
100,10,10,0.5,-1,5,"Automerge",0.234
100,10,10,0.5,-1,5,"Sync9",0.032
100,10,10,0.75,-1,5,"Automerge",0.225
100,10,10,0.75,-1,5,"Sync9",0.035
100,10,10,0.9,-1,5,"Automerge",0.273
100,10,10,0.9,-1,5,"Sync9",0.033
100,10,10,0.1,-1,7,"Automerge",0.35
100,10,10,0.1,-1,7,"Sync9",0.055
100,10,10,0.25,-1,7,"Automerge",0.293
100,10,10,0.25,-1,7,"Sync9",0.052
100,10,10,0.5,-1,7,"Automerge",0.296
100,10,10,0.5,-1,7,"Sync9",0.046
100,10,10,0.75,-1,7,"Automerge",0.297
100,10,10,0.75,-1,7,"Sync9",0.047
100,10,10,0.9,-1,7,"Automerge",0.292
100,10,10,0.9,-1,7,"Sync9",0.047
100,10,10,0.1,-1,10,"Automerge",0.466
100,10,10,0.1,-1,10,"Sync9",0.081
100,10,10,0.25,-1,10,"Automerge",0.397
100,10,10,0.25,-1,10,"Sync9",0.088
100,10,10,0.5,-1,10,"Automerge",0.396
100,10,10,0.5,-1,10,"Sync9",0.081
100,10,10,0.75,-1,10,"Automerge",0.399
100,10,10,0.75,-1,10,"Sync9",0.075
100,10,10,0.9,-1,10,"Automerge",0.43
100,10,10,0.9,-1,10,"Sync9",0.07
100,10,20,0.1,-1,2,"Automerge",0.238
100,10,20,0.1,-1,2,"Sync9",0.064
100,10,20,0.25,-1,2,"Automerge",0.215
100,10,20,0.25,-1,2,"Sync9",0.04
100,10,20,0.5,-1,2,"Automerge",0.214
100,10,20,0.5,-1,2,"Sync9",0.038
100,10,20,0.75,-1,2,"Automerge",0.214
100,10,20,0.75,-1,2,"Sync9",0.045
100,10,20,0.9,-1,2,"Automerge",0.204
100,10,20,0.9,-1,2,"Sync9",0.047
100,10,20,0.1,-1,3,"Automerge",0.307
100,10,20,0.1,-1,3,"Sync9",0.059
100,10,20,0.25,-1,3,"Automerge",0.32
100,10,20,0.25,-1,3,"Sync9",0.044
100,10,20,0.5,-1,3,"Automerge",0.268
100,10,20,0.5,-1,3,"Sync9",0.046
100,10,20,0.75,-1,3,"Automerge",0.273
100,10,20,0.75,-1,3,"Sync9",0.075
100,10,20,0.9,-1,3,"Automerge",0.271
100,10,20,0.9,-1,3,"Sync9",0.072
100,10,20,0.1,-1,5,"Automerge",0.423
100,10,20,0.1,-1,5,"Sync9",0.071
100,10,20,0.25,-1,5,"Automerge",0.385
100,10,20,0.25,-1,5,"Sync9",0.075
100,10,20,0.5,-1,5,"Automerge",0.455
100,10,20,0.5,-1,5,"Sync9",0.075
100,10,20,0.75,-1,5,"Automerge",0.386
100,10,20,0.75,-1,5,"Sync9",0.098
100,10,20,0.9,-1,5,"Automerge",0.36
100,10,20,0.9,-1,5,"Sync9",0.097
100,10,20,0.1,-1,7,"Automerge",0.539
100,10,20,0.1,-1,7,"Sync9",0.1
100,10,20,0.25,-1,7,"Automerge",0.541
100,10,20,0.25,-1,7,"Sync9",0.092
100,10,20,0.5,-1,7,"Automerge",0.494
100,10,20,0.5,-1,7,"Sync9",0.117
100,10,20,0.75,-1,7,"Automerge",0.497
100,10,20,0.75,-1,7,"Sync9",0.151
100,10,20,0.9,-1,7,"Automerge",0.526
100,10,20,0.9,-1,7,"Sync9",0.128
100,10,20,0.1,-1,10,"Automerge",0.716
100,10,20,0.1,-1,10,"Sync9",0.127
100,10,20,0.25,-1,10,"Automerge",0.653
100,10,20,0.25,-1,10,"Sync9",0.279
100,10,20,0.5,-1,10,"Automerge",0.649
100,10,20,0.5,-1,10,"Sync9",0.179
100,10,20,0.75,-1,10,"Automerge",0.636
100,10,20,0.75,-1,10,"Sync9",0.258
100,10,20,0.9,-1,10,"Automerge",0.677
100,10,20,0.9,-1,10,"Sync9",0.252
100,10,40,0.1,-1,2,"Automerge",0.434
100,10,40,0.1,-1,2,"Sync9",0.119
100,10,40,0.25,-1,2,"Automerge",0.392
100,10,40,0.25,-1,2,"Sync9",0.081
100,10,40,0.5,-1,2,"Automerge",0.369
100,10,40,0.5,-1,2,"Sync9",0.087
100,10,40,0.75,-1,2,"Automerge",0.432
100,10,40,0.75,-1,2,"Sync9",0.098
100,10,40,0.9,-1,2,"Automerge",0.381
100,10,40,0.9,-1,2,"Sync9",0.138
100,10,40,0.1,-1,3,"Automerge",0.56
100,10,40,0.1,-1,3,"Sync9",0.124
100,10,40,0.25,-1,3,"Automerge",0.484
